city,year,weekOfYear,week_start_date,total_cases,station_max_temp_c,station_avg_temp_c,station_precip_mm,station_min_temp_c,station_diur_temp_rng_c,precipitation_amt_mm,reanalysis_sat_precip_amt_mm,reanalysis_dew_point_temp_k,reanalysis_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_precip_amt_kg_per_m2,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_avg_temp_k,reanalysis_tdtr_k,ndvi_location_1,ndvi_location_2,ndvi_location_3,ndvi_location_4
sj,1995,4,1995-01-29,46,30.64,26.13,0.0,21.6,9.04,1.41,0.0,293.532857,297.592857,78.33,14.947143,0.885714,299.828571,296.2,298.014286,3.628571,0.177229,0.05175,0.134071,0.1268
sj,1995,5,1995-02-05,37,29.13,25.5,0.0,21.84,7.29,3.84,0.0,293.91,297.35,81.404286,15.274286,6.185714,298.728571,296.571429,297.65,2.157143,0.21726,0.05175,0.209943,0.1449
sj,1995,6,1995-02-12,26,30.89,26.09,0.0,21.27,9.61,0.0,0.0,293.025714,297.855714,74.655714,14.46,0.514286,299.914286,296.114286,298.014286,3.8,0.174886,0.032333,0.171386,0.059325
sj,1995,7,1995-02-19,17,30.94,26.63,0.0,22.29,8.66,0.4,0.0,293.882857,298.221429,77.021429,15.227143,1.438571,299.871429,297.057143,298.464286,2.814286,0.175314,0.0614,0.212329,0.059325
sj,1995,8,1995-02-26,17,29.59,25.93,0.0,22.3,7.29,4.21,0.0,293.132857,297.508571,76.634286,14.53,4.154286,298.5,296.528571,297.514286,1.971429,0.102014,0.0935,0.125414,0.064867
sj,1995,9,1995-03-05,20,29.44,25.24,0.0,21.04,8.4,7.39,0.0,293.444286,297.175714,79.817143,14.852857,7.247143,298.471429,296.042857,297.257143,2.428571,0.12292,0.07355,0.10996,0.06865
sj,1995,10,1995-03-12,11,29.04,25.5,0.0,21.99,7.06,2.41,0.0,293.811429,297.081429,82.052857,15.191429,5.202857,298.314286,296.242857,297.278571,2.071429,0.182343,0.14535,0.186486,0.079575
sj,1995,11,1995-03-19,7,28.66,25.26,2.78,21.9,6.76,2.36,2.78,292.821429,297.11,77.02,14.304286,2.657143,298.114286,296.057143,297.085714,2.057143,0.1452,0.0739,0.154743,0.115067
sj,1995,12,1995-03-26,16,28.83,24.63,0.0,20.41,8.41,0.33,0.0,290.631429,296.48,69.861429,12.481429,0.957143,298.357143,295.057143,296.707143,3.3,0.207433,0.031,0.249714,0.23165
sj,1995,13,1995-04-02,14,29.11,25.24,0.0,21.36,7.76,0.59,0.0,290.378571,296.887143,67.364286,12.331429,0.657143,299.042857,295.042857,297.042857,4.0,0.24515,0.19862,0.305457,0.259575
sj,1995,14,1995-04-09,16,30.46,25.97,0.0,21.5,8.96,0.0,0.0,292.555714,297.665714,73.4,14.122857,0.0,299.728571,296.114286,297.921429,3.614286,0.232786,0.19862,0.268414,0.2494
sj,1995,15,1995-04-16,5,31.19,27.29,0.78,23.4,7.79,0.0,0.78,294.338571,298.56,77.605714,15.735714,0.3,300.157143,297.328571,298.742857,2.828571,0.171914,0.19862,0.148943,0.03495
sj,1995,16,1995-04-23,2,30.33,26.66,0.92,23.03,7.3,10.29,0.92,293.554286,297.83,77.321429,15.01,2.8,299.314286,296.7,298.007143,2.614286,0.260157,0.1017,0.236614,0.1127
sj,1995,17,1995-04-30,6,29.67,26.33,0.0,23.01,6.66,0.14,0.0,292.1,297.511429,71.937143,13.69,0.385714,299.014286,296.357143,297.685714,2.657143,0.220543,0.1281,0.1873,0.150025
sj,1995,18,1995-05-07,5,32.39,27.84,2.99,23.24,9.14,0.4,2.99,294.202857,298.788571,76.072857,15.617143,0.585714,300.542857,297.6,299.071429,2.942857,0.214543,0.1281,0.157971,0.1521
sj,1995,19,1995-05-14,4,31.43,27.77,1.29,24.13,7.3,4.24,1.29,295.428571,299.131429,80.261429,16.822857,1.285714,300.857143,297.857143,299.357143,3.0,0.199071,0.14345,0.170886,0.1115
sj,1995,20,1995-05-21,3,30.07,26.91,17.09,23.8,6.27,14.51,17.09,295.398571,298.995714,80.865714,16.788571,2.485714,300.514286,297.657143,299.085714,2.857143,0.166433,0.0363,0.160571,0.096525
sj,1995,21,1995-05-28,4,30.9,27.23,29.23,23.56,7.34,13.93,29.23,295.994286,299.454286,81.447143,17.412857,2.471429,300.742857,298.414286,299.578571,2.328571,0.231829,0.0322,0.240271,0.162133
sj,1995,22,1995-06-04,16,31.36,27.7,25.56,24.03,7.33,1.3,25.56,295.992857,299.602857,80.727143,17.411429,2.904286,300.585714,298.628571,299.607143,1.957143,0.102471,0.0322,0.109571,0.2412
sj,1995,23,1995-06-11,8,30.87,27.3,15.15,23.73,7.14,5.07,15.15,295.827143,298.688571,84.345714,17.217143,12.4,299.471429,297.828571,298.65,1.642857,0.266614,0.15495,0.2119,0.0278
sj,1995,24,1995-06-18,7,31.51,27.77,2.88,24.04,7.47,6.21,2.88,295.892857,299.828571,79.137143,17.295714,2.367143,301.057143,298.742857,299.9,2.314286,0.181714,0.08955,0.155986,0.0797
sj,1995,25,1995-06-25,10,32.53,28.84,3.79,25.16,7.37,1.5,3.79,296.625714,300.115714,81.34,18.052857,5.034286,301.142857,299.142857,300.142857,2.0,0.219971,0.22135,0.192043,0.2174
sj,1995,26,1995-07-02,14,32.39,29.21,0.29,26.04,6.34,2.26,0.29,296.741429,300.68,79.38,18.207143,1.957143,302.185714,299.428571,300.807143,2.757143,0.241229,0.231933,0.265686,0.2115
sj,1995,27,1995-07-09,7,33.56,29.66,5.88,25.73,7.83,2.29,5.88,296.145714,301.007143,75.065714,17.565714,1.317143,302.614286,299.571429,301.092857,3.042857,0.237057,0.3093,0.242043,0.2909
sj,1995,28,1995-07-16,9,33.09,29.29,3.7,25.49,7.6,3.06,3.7,296.582857,299.944286,81.96,18.012857,8.655714,300.957143,299.0,299.978571,1.957143,0.24245,0.3093,0.219671,0.17265
sj,1995,29,1995-07-23,11,32.86,29.23,5.23,25.56,7.3,4.37,5.23,296.848571,300.401429,81.09,18.354286,5.471429,302.028571,299.3,300.664286,2.728571,0.155571,0.1175,0.166486,0.10775
sj,1995,30,1995-07-30,23,31.81,28.56,14.52,25.24,6.57,6.19,14.52,297.244286,299.988571,85.088571,18.777143,8.901429,300.757143,299.157143,299.957143,1.6,0.0942,0.1175,0.132229,0.1898
sj,1995,31,1995-08-06,17,32.07,28.7,8.67,25.31,6.76,4.3,8.67,297.11,300.0,84.375714,18.672857,14.628571,301.042857,298.957143,300.0,2.085714,0.158486,0.0632,0.203029,0.094667
sj,1995,32,1995-08-13,19,32.39,29.0,2.83,25.57,6.81,3.9,2.83,296.558571,300.262857,80.397143,18.042857,5.757143,301.357143,299.214286,300.285714,2.142857,0.199183,0.047,0.165357,0.047
sj,1995,33,1995-08-20,24,33.54,30.07,0.58,26.6,6.94,1.24,0.58,297.27,300.554286,82.625714,18.857143,2.528571,302.357143,299.014286,300.685714,3.342857,0.177157,0.083967,0.188671,0.0917
sj,1995,34,1995-08-27,17,32.24,28.43,10.73,24.59,7.66,9.43,10.73,296.887143,299.952857,83.491429,18.404286,13.728571,301.042857,298.928571,299.985714,2.114286,0.1374,0.1131,0.132471,0.0862
sj,1995,35,1995-09-03,28,32.06,29.11,5.12,26.13,5.93,1.83,5.12,296.85,300.174286,82.225714,18.397143,7.887143,301.357143,299.128571,300.242857,2.228571,0.17236,0.0326,0.196814,0.072567
sj,1995,36,1995-09-10,40,33.49,29.57,2.89,25.57,7.91,2.91,2.89,296.994286,301.218571,78.145714,18.545714,1.228571,303.2,299.5,301.35,3.7,0.18515,0.1071,0.169957,0.1836
sj,1995,37,1995-09-17,33,33.09,29.37,5.76,25.64,7.44,11.01,5.76,297.051429,300.21,82.911429,18.63,17.528571,301.385714,299.014286,300.2,2.371429,0.143686,0.0568,0.1392,0.0546
sj,1995,38,1995-09-24,31,33.03,29.59,17.34,26.11,6.91,10.17,17.34,296.964286,300.067143,83.314286,18.528571,11.785714,301.357143,298.914286,300.135714,2.442857,0.181017,0.118633,0.217617,0.0846
sj,1995,39,1995-10-01,33,33.57,29.96,5.25,26.29,7.29,1.9,5.25,296.771429,300.155714,81.854286,18.254286,1.657143,301.157143,299.257143,300.207143,1.9,0.092,0.1068,0.099343,0.083667
sj,1995,40,1995-10-08,29,31.44,28.06,9.74,24.67,6.77,6.51,9.74,296.66,299.781429,83.135714,18.145714,10.642857,300.871429,298.585714,299.728571,2.285714,0.146343,0.2808,0.129557,0.2151
sj,1995,41,1995-10-15,30,31.83,28.39,6.52,24.9,6.93,2.73,6.52,296.634286,299.54,84.207143,18.138571,7.711429,300.471429,298.657143,299.564286,1.814286,0.1316,0.040825,0.137543,0.0966
sj,1995,42,1995-10-22,36,31.43,27.84,7.95,24.26,7.17,5.59,7.95,296.161429,299.794286,80.664286,17.621429,5.828571,300.857143,298.828571,299.842857,2.028571,0.091443,0.033625,0.119443,0.09466
sj,1995,43,1995-10-29,48,31.13,27.47,7.82,23.87,7.26,7.66,7.82,296.337143,299.441429,83.214286,17.847143,6.628571,300.614286,298.228571,299.421429,2.385714,0.158186,0.033625,0.137443,0.1326
sj,1995,44,1995-11-05,40,31.84,28.04,4.33,24.2,7.64,1.93,4.33,296.17,299.772857,80.864286,17.67,5.771429,301.442857,298.442857,299.942857,3.0,0.270071,0.2346,0.285429,0.07825
sj,1995,45,1995-11-12,28,30.66,27.23,0.0,23.79,6.87,7.66,0.0,295.22,299.097143,79.404286,16.604286,4.628571,300.242857,298.328571,299.285714,1.914286,0.208914,0.0174,0.235486,0.02905
sj,1995,46,1995-11-19,36,30.74,27.16,3.55,23.56,7.19,0.4,3.55,295.37,299.622857,77.638571,16.77,1.414286,301.085714,298.528571,299.807143,2.557143,0.19625,0.0406,0.190343,0.07475
sj,1995,47,1995-11-26,19,30.96,27.31,12.93,23.64,7.31,0.84,12.93,295.14,299.275714,78.141429,16.541429,1.814286,300.514286,298.285714,299.4,2.228571,0.240014,0.0334,0.2549,0.114867
sj,1995,48,1995-12-03,34,30.96,27.2,2.89,23.41,7.54,1.93,2.89,295.837143,299.452857,80.677143,17.257143,1.955714,300.585714,298.514286,299.55,2.071429,0.241171,0.0334,0.168871,0.076375
sj,1995,49,1995-12-10,23,30.81,27.01,0.0,23.16,7.66,2.13,0.0,294.687143,299.201429,76.332857,16.065714,1.828571,300.528571,298.271429,299.4,2.257143,0.2653,0.1154,0.237114,0.135
sj,1995,50,1995-12-17,17,30.17,26.61,0.0,23.09,7.09,2.99,0.0,294.731429,298.461429,79.985714,16.105714,3.371429,299.5,297.657143,298.578571,1.842857,0.1795,-0.0139,0.1348,0.014733
sj,1995,51,1995-12-24,17,28.64,25.71,0.0,22.79,5.86,7.7,0.0,293.971429,298.194286,77.637143,15.371429,5.757143,299.071429,297.371429,298.221429,1.7,0.180857,-0.0139,0.111657,0.035967
sj,1995,52,1995-01-01,154,31.67,27.31,10.2,22.93,8.74,1.31,10.2,295.674286,298.838571,82.867143,17.067143,4.342857,300.742857,297.471429,299.107143,3.271429,0.215256,0.2438,0.194778,0.045
sj,1996,1,1996-01-01,23,30.16,26.77,3.46,23.4,6.76,0.33,3.46,294.535714,298.137143,80.52,15.868571,2.185714,299.728571,297.0,298.364286,2.728571,0.091929,0.014,0.120443,0.010867
sj,1996,2,1996-01-08,14,30.09,26.26,2.14,22.44,7.64,3.51,2.14,294.661429,298.528571,79.321429,16.015714,1.331429,299.857143,297.4,298.628571,2.457143,0.184243,0.151433,0.1828,0.126233
sj,1996,3,1996-01-15,20,29.43,25.97,7.95,22.54,6.89,5.8,7.95,294.551429,297.752857,82.515714,15.917143,7.185714,298.9,296.828571,297.864286,2.071429,0.146657,0.0149,0.196986,0.076367
sj,1996,4,1996-01-22,13,28.56,25.59,8.67,22.7,5.86,6.81,8.67,293.802857,297.422857,80.477143,15.208571,6.407143,298.457143,296.514286,297.485714,1.942857,0.219457,0.0958,0.2229,0.1381
sj,1996,5,1996-01-29,23,27.79,24.79,0.0,21.76,6.03,4.57,0.0,292.04,296.628571,75.692857,13.65,4.085714,297.728571,295.785714,296.757143,1.942857,0.205843,0.0627,0.209729,0.147533
sj,1996,6,1996-02-05,20,28.57,25.16,0.0,21.76,6.81,1.54,0.0,292.581429,297.307143,74.961429,14.058571,1.7,298.514286,296.357143,297.435714,2.157143,0.1646,0.02765,0.168686,0.04075
sj,1996,7,1996-02-12,16,29.03,25.31,4.19,21.59,7.44,3.64,4.19,293.85,297.625714,79.664286,15.238571,2.207143,298.8,296.571429,297.685714,2.228571,0.218814,0.06895,0.2143,0.13685
sj,1996,8,1996-02-19,16,29.84,25.97,1.03,22.13,7.71,3.16,1.03,293.698571,297.882857,77.782857,15.125714,2.385714,299.457143,296.728571,298.092857,2.728571,0.162786,0.06895,0.125214,0.0583
sj,1996,9,1996-02-26,23,29.19,25.56,25.37,21.97,7.21,0.66,25.37,293.731429,297.598571,79.198571,15.128571,2.238571,298.857143,296.557143,297.707143,2.3,0.269933,0.076,0.222771,0.108975
sj,1996,10,1996-03-04,14,29.53,25.57,2.85,21.61,7.91,0.47,2.85,292.128571,297.292857,73.06,13.695714,0.457143,298.742857,296.214286,297.478571,2.528571,0.192667,0.076,0.177643,0.11005
sj,1996,11,1996-03-11,15,29.83,26.24,0.0,22.63,7.2,1.81,0.0,293.561429,297.988571,76.482857,14.942857,1.228571,299.285714,297.071429,298.178571,2.214286,0.176429,0.037867,0.165857,0.0368
sj,1996,12,1996-03-18,4,30.07,26.2,0.0,22.37,7.7,2.03,0.0,293.834286,297.428571,80.647143,15.235714,4.0,298.871429,296.328571,297.6,2.542857,0.185529,0.077133,0.211271,0.1118
sj,1996,13,1996-03-25,5,30.89,26.4,0.0,21.86,9.03,0.07,0.0,293.084286,298.188571,73.425714,14.528571,0.4,299.828571,296.9,298.364286,2.928571,0.137886,0.077133,0.153843,-0.0457
sj,1996,14,1996-04-01,5,29.37,25.93,0.0,22.47,6.9,3.09,0.0,293.321429,297.21,79.02,14.727143,4.114286,298.685714,296.128571,297.407143,2.557143,0.0851,0.0448,0.107943,0.024225
sj,1996,15,1996-04-08,11,30.07,26.23,7.03,22.39,7.69,11.5,7.03,294.365714,298.135714,79.775714,15.751429,3.985714,299.471429,296.942857,298.207143,2.528571,0.162729,0.0497,0.177643,0.1488
sj,1996,16,1996-04-15,11,29.51,26.13,6.59,22.79,6.73,1.27,6.59,293.8,297.852857,78.311429,15.185714,3.46,299.242857,296.942857,298.092857,2.3,0.216214,0.088933,0.227829,0.12235
sj,1996,17,1996-04-22,7,29.33,26.13,0.0,22.93,6.4,1.17,0.0,293.282857,298.228571,74.171429,14.705714,1.557143,299.657143,297.271429,298.464286,2.385714,0.178686,0.088933,0.180514,0.1078
sj,1996,18,1996-04-29,4,29.33,26.01,0.8,22.7,6.63,3.66,0.8,293.538571,298.007143,76.394286,14.938571,3.071429,299.014286,297.171429,298.092857,1.842857,0.2231,0.314467,0.204629,0.1974
sj,1996,19,1996-05-06,6,28.63,25.44,0.0,22.3,6.33,1.51,0.0,292.915714,297.71,74.792857,14.361429,1.585714,298.885714,296.714286,297.8,2.171429,0.0964,-0.0464,0.094457,-0.0384
sj,1996,20,1996-05-13,5,28.63,25.84,3.1,23.09,5.54,6.4,3.1,294.451429,297.595714,82.84,15.797143,9.742857,298.485714,296.771429,297.628571,1.714286,0.1463,-0.0464,0.158643,0.07175
sj,1996,21,1996-05-20,2,29.91,26.73,6.3,23.57,6.34,0.11,6.3,295.467143,298.658571,82.78,16.857143,2.557143,300.142857,297.7,298.921429,2.442857,0.215317,0.0339,0.21815,0.0557
sj,1996,22,1996-05-27,4,31.59,28.11,9.72,24.67,6.91,1.34,9.72,296.237143,299.441429,82.751429,17.66,3.101429,301.0,298.185714,299.592857,2.814286,0.140986,0.09985,0.108786,0.1066
sj,1996,23,1996-06-03,2,31.36,27.81,19.58,24.33,7.03,0.33,19.58,296.005714,299.254286,82.368571,17.394286,3.482857,300.228571,298.157143,299.192857,2.071429,0.179314,0.0529,0.1579,0.080075
sj,1996,24,1996-06-10,4,29.93,26.94,3.97,23.94,5.99,5.84,3.97,295.438571,298.742857,82.235714,16.8,6.185714,299.842857,297.814286,298.828571,2.028571,0.12375,0.0986,0.13545,0.0893
sj,1996,25,1996-06-17,6,29.36,26.44,6.85,23.56,5.8,12.09,6.85,295.435714,298.49,83.322857,16.81,10.528571,299.528571,297.6,298.564286,1.928571,0.1461,0.07125,0.156171,0.0646
sj,1996,26,1996-06-24,6,30.63,27.69,2.28,24.7,5.93,2.76,2.28,296.044286,299.641429,80.907143,17.468571,3.214286,300.828571,298.585714,299.707143,2.242857,0.186186,0.16555,0.170586,0.1205
sj,1996,27,1996-07-01,4,31.11,27.94,0.86,24.74,6.37,0.84,0.86,295.834286,299.581429,80.061429,17.211429,3.414286,300.671429,298.7,299.685714,1.971429,0.221783,0.16555,0.183433,0.07375
sj,1996,28,1996-07-08,6,31.2,28.01,3.48,24.83,6.37,6.21,3.48,296.341429,299.734286,81.835714,17.764286,5.032857,300.957143,298.714286,299.835714,2.242857,0.164117,0.057633,0.168033,0.07825
sj,1996,29,1996-07-15,11,30.07,27.27,13.89,24.44,5.63,7.66,13.89,296.124286,299.018571,84.322857,17.538571,17.6,300.185714,297.942857,299.064286,2.242857,0.167429,0.1121,0.164543,0.095425
sj,1996,30,1996-07-22,16,30.23,27.51,2.13,24.76,5.47,1.41,2.13,295.794286,299.714286,79.198571,17.145714,2.257143,301.128571,298.8,299.964286,2.328571,0.14715,0.0038,0.176783,-0.0106
sj,1996,31,1996-07-29,9,29.76,27.17,5.97,24.6,5.16,11.33,5.97,296.03,299.394286,81.91,17.39,5.585714,300.557143,298.357143,299.457143,2.2,0.198614,0.096833,0.204443,0.115
sj,1996,32,1996-08-05,12,30.34,27.67,4.86,25.0,5.34,4.56,4.86,296.408571,299.137143,85.01,17.81,9.672857,299.971429,298.271429,299.121429,1.7,0.132971,0.096833,0.144086,0.05435
sj,1996,33,1996-08-12,13,31.06,28.01,2.85,24.93,6.13,2.04,2.85,296.078571,299.651429,80.935714,17.48,4.171429,301.1,298.485714,299.792857,2.614286,0.14252,0.0795,0.2317,0.0291
sj,1996,34,1996-08-19,27,30.1,26.79,15.84,23.47,6.63,11.51,15.84,296.128571,298.984286,84.344286,17.522857,9.814286,300.028571,298.057143,299.042857,1.971429,0.309467,0.0795,0.2312,0.09555
sj,1996,35,1996-08-26,21,30.89,27.76,2.25,24.67,6.21,3.23,2.25,295.985714,299.945714,79.272857,17.422857,4.814286,301.314286,298.757143,300.035714,2.557143,0.298186,0.012033,0.3126,0.073967
sj,1996,36,1996-09-02,19,31.43,28.49,1.51,25.56,5.87,5.01,1.51,296.911429,300.372857,81.54,18.485714,3.135714,302.471429,299.014286,300.742857,3.457143,0.1729,0.0364,0.175786,0.03065
sj,1996,37,1996-09-09,17,31.19,27.94,9.04,24.67,6.51,7.3,9.04,296.452857,299.802857,81.985714,17.97,12.748571,300.785714,298.985714,299.885714,1.8,0.167867,0.1043,0.1728,0.1068
sj,1996,38,1996-09-16,24,29.94,27.04,34.79,24.11,5.83,43.7,34.79,296.88,299.482857,85.69,18.407143,21.671429,300.357143,298.528571,299.442857,1.828571,0.150429,0.1043,0.107817,0.02845
sj,1996,39,1996-09-23,27,31.04,27.87,8.45,24.69,6.36,1.04,8.45,297.092857,300.32,82.638571,18.595714,2.76,301.385714,299.5,300.442857,1.885714,0.1859,0.04044,0.181886,0.00445
sj,1996,40,1996-09-30,30,30.33,27.41,3.94,24.44,5.89,2.99,3.94,296.09,300.018571,79.177143,17.521429,3.885714,301.257143,299.157143,300.207143,2.1,0.165129,-0.0385,0.195214,0.068133
sj,1996,41,1996-10-07,29,30.41,27.29,4.03,24.17,6.24,2.51,4.03,296.46,299.962857,81.26,17.941429,3.362857,301.385714,298.842857,300.114286,2.542857,0.207183,-0.0066,0.219617,-0.0355
sj,1996,42,1996-10-14,25,30.9,27.57,0.66,24.26,6.64,1.27,0.66,296.048571,299.804286,79.957143,17.485714,3.385714,300.928571,298.757143,299.842857,2.171429,0.220229,-0.0066,0.2358,0.0609
sj,1996,43,1996-10-21,35,32.71,29.04,2.48,25.33,7.39,0.94,2.48,296.717143,300.344286,80.734286,18.23,1.014286,301.785714,299.142857,300.464286,2.642857,0.149014,-0.0969,0.166314,-0.0902
sj,1996,44,1996-10-28,33,30.09,27.04,2.29,23.99,6.1,4.13,2.29,295.72,299.251429,81.13,17.144286,9.314286,300.385714,298.3,299.342857,2.085714,0.180943,0.00525,0.146357,0.0158
sj,1996,45,1996-11-04,30,30.0,26.84,7.37,23.71,6.29,5.09,7.37,296.26,299.168571,84.111429,17.701429,8.46,300.257143,298.214286,299.235714,2.042857,0.123614,-0.05675,0.1353,-0.00865
sj,1996,46,1996-11-11,29,29.19,26.16,4.9,23.16,6.03,3.57,4.9,295.265714,298.245714,83.64,16.677143,31.414286,299.114286,297.314286,298.214286,1.8,0.075057,-0.030067,0.098,0.0881
sj,1996,47,1996-11-18,31,28.7,25.87,6.11,23.1,5.6,12.61,6.11,295.438571,298.477143,83.397143,16.842857,16.221429,299.357143,297.757143,298.557143,1.6,0.060767,-0.030067,0.0578,0.039525
sj,1996,48,1996-11-25,29,27.91,25.61,9.31,23.33,4.59,5.64,9.31,295.667143,298.197143,86.071429,17.128571,7.0,299.442857,297.4,298.421429,2.042857,0.164971,-0.030067,0.144771,0.103867
sj,1996,49,1996-12-02,22,27.53,25.01,0.0,22.47,5.06,2.8,0.0,292.941429,297.642857,75.292857,14.458571,2.938571,298.628571,296.728571,297.678571,1.9,0.260271,-0.1171,0.230843,-0.010167
sj,1996,50,1996-12-09,27,28.09,24.8,0.0,21.51,6.57,0.44,0.0,292.662857,297.827143,73.252857,14.245714,0.542857,299.357143,296.6,297.978571,2.757143,0.155914,-0.1171,0.176,0.0495
sj,1996,51,1996-12-16,24,27.31,24.96,0.0,22.61,4.7,3.63,0.0,292.787143,296.635714,79.372857,14.332857,5.814286,297.685714,295.857143,296.771429,1.828571,0.170229,-0.1171,0.181857,0.1639
sj,1996,52,1996-12-23,26,27.39,24.51,0.0,21.6,5.79,0.57,0.0,291.424286,297.031429,71.062857,13.152857,0.561429,298.357143,295.871429,297.114286,2.485714,0.156975,0.0214,0.147038,0.0214
sj,1997,1,1997-01-01,29,30.5,26.63,0.0,22.79,7.71,0.07,0.0,295.014286,299.677143,75.678571,16.377143,0.462857,301.0,298.642857,299.821429,2.357143,0.207743,0.152633,0.173286,0.1094
sj,1997,2,1997-01-08,22,27.47,24.67,0.0,21.83,5.64,4.14,0.0,293.558571,297.188571,80.3,14.967143,3.448571,298.614286,296.242857,297.428571,2.371429,0.268371,0.152633,0.143586,0.1839
sj,1997,3,1997-01-15,33,27.7,24.39,0.0,21.04,6.66,0.09,0.0,292.797143,297.568571,74.94,14.278571,1.112857,298.785714,296.542857,297.664286,2.242857,0.223371,-0.1459,0.217086,0.0338
sj,1997,4,1997-01-22,24,28.1,24.9,0.95,21.67,6.43,0.29,0.95,293.787143,297.485714,80.092857,15.174286,3.357143,299.314286,296.171429,297.742857,3.142857,0.170471,0.0495,0.186143,0.073167
sj,1997,5,1997-01-29,30,26.97,24.63,9.44,22.29,4.69,8.41,9.44,293.532857,296.741429,82.388571,14.898571,11.614286,297.757143,295.928571,296.842857,1.828571,0.110757,0.0451,0.1018,0.04505
sj,1997,6,1997-02-05,20,26.74,23.7,7.65,20.64,6.1,7.07,7.65,292.575714,297.27,75.075714,14.058571,2.042857,298.442857,296.371429,297.407143,2.071429,0.137271,0.04245,0.115686,0.034133
sj,1997,7,1997-02-12,17,27.39,24.57,3.57,21.69,5.7,3.63,3.57,293.637143,297.12,80.947143,15.017143,7.225714,298.142857,296.442857,297.292857,1.7,0.179671,0.0455,0.170586,0.1281
sj,1997,8,1997-02-19,24,27.79,24.69,0.0,21.51,6.27,3.27,0.0,293.221429,297.587143,76.712857,14.614286,2.162857,298.742857,296.685714,297.714286,2.057143,0.148829,0.0297,0.181543,0.07732
sj,1997,9,1997-02-26,28,27.21,24.47,0.0,21.67,5.54,4.29,0.0,292.472857,297.264286,74.631429,13.931429,2.157143,298.442857,296.271429,297.357143,2.171429,0.15534,0.0297,0.1579,0.048967
sj,1997,10,1997-03-05,18,27.06,24.57,0.0,22.07,4.99,2.21,0.0,292.41,297.292857,74.255714,13.885714,1.357143,298.5,296.285714,297.392857,2.214286,0.2277,0.0297,0.267014,0.048967
sj,1997,11,1997-03-12,13,27.21,24.36,0.0,21.43,5.79,1.97,0.0,292.495714,297.138571,75.372857,13.977143,2.042857,298.428571,296.271429,297.35,2.157143,0.170071,0.0297,0.151243,0.0864
sj,1997,12,1997-03-19,9,28.01,24.74,0.0,21.43,6.59,2.17,0.0,292.767143,297.078571,76.904286,14.222857,2.56,298.171429,296.271429,297.221429,1.9,0.258214,0.1409,0.253329,0.12525
sj,1997,13,1997-03-26,14,29.36,25.31,0.0,21.29,8.07,0.21,0.0,292.758571,297.721429,74.118571,14.227143,1.0,299.642857,296.2,297.921429,3.442857,0.207614,0.11245,0.2154,0.107
sj,1997,14,1997-04-02,11,28.81,25.09,0.0,21.36,7.46,0.41,0.0,292.775714,297.692857,74.205714,14.231429,0.842857,299.2,296.514286,297.857143,2.685714,0.198317,0.11245,0.191683,0.123
sj,1997,15,1997-04-09,11,28.16,25.36,0.95,22.54,5.61,0.09,0.95,291.842857,296.595714,74.85,13.492857,2.675714,297.828571,295.442857,296.635714,2.385714,0.216429,0.0602,0.202771,0.069825
sj,1997,16,1997-04-16,19,29.84,25.9,0.0,21.91,7.93,0.11,0.0,291.674286,297.178571,71.558571,13.35,1.071429,298.857143,296.071429,297.464286,2.785714,0.208543,0.033075,0.235486,0.05155
sj,1997,17,1997-04-23,10,32.46,27.67,0.0,22.84,9.61,0.0,0.0,294.098571,298.821429,75.417143,15.501429,2.314286,300.971429,297.128571,299.05,3.842857,0.202443,0.0388,0.222257,0.023
sj,1997,18,1997-04-30,8,31.91,27.77,0.82,23.64,8.27,0.07,0.82,294.82,299.204286,76.952857,16.17,0.571429,301.114286,297.657143,299.385714,3.457143,0.1991,-0.0035,0.192883,0.007333
sj,1997,19,1997-05-07,8,32.16,27.93,0.0,23.73,8.43,0.04,0.0,294.727143,299.35,75.878571,16.078571,0.214286,300.857143,298.157143,299.507143,2.7,0.165086,-0.0597,0.132457,0.0331
sj,1997,20,1997-05-14,9,31.91,27.57,4.72,23.24,8.67,1.8,4.72,294.798571,298.85,78.537143,16.144286,3.9,300.257143,297.714286,298.985714,2.542857,0.117517,0.1019,0.129786,0.0747
sj,1997,21,1997-05-21,3,31.13,27.59,0.0,24.04,7.09,1.84,0.0,294.661429,299.241429,75.982857,15.997143,1.442857,300.6,298.171429,299.385714,2.428571,0.159033,0.0798,0.098733,0.106533
sj,1997,22,1997-05-28,7,30.83,27.31,9.16,23.8,7.03,4.36,9.16,295.262857,299.281429,78.711429,16.66,1.5,300.771429,298.1,299.435714,2.671429,0.209086,0.0235,0.145057,0.05535
sj,1997,23,1997-06-04,14,30.8,27.27,16.91,23.73,7.07,4.47,16.91,295.978571,298.995714,83.485714,17.368571,5.957143,300.028571,298.057143,299.042857,1.971429,0.184157,0.0557,0.162357,0.08895
sj,1997,24,1997-06-11,4,32.09,28.6,0.0,25.09,7.0,0.04,0.0,296.174286,300.001429,79.745714,17.62,1.414286,301.7,298.828571,300.264286,2.871429,0.147717,0.1197,0.191414,0.0904
sj,1997,25,1997-06-18,9,32.77,29.01,0.35,25.26,7.51,0.07,0.35,296.411429,300.367143,79.364286,17.847143,1.114286,302.057143,299.142857,300.6,2.914286,0.171043,0.0108,0.2157,0.054267
