city,year,weekOfYear,week_start_date,total_cases,station_max_temp_c,station_avg_temp_c,station_precip_mm,station_min_temp_c,station_diur_temp_rng_c,precipitation_amt_mm,reanalysis_sat_precip_amt_mm,reanalysis_dew_point_temp_k,reanalysis_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_precip_amt_kg_per_m2,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_avg_temp_k,reanalysis_tdtr_k,ndvi_location_1,ndvi_location_2,ndvi_location_3,ndvi_location_4
iq,2002,46,2002-11-12,18,32.6,28.0,13.05,22.27,10.87,34.29,13.05,296.322857,297.165714,96.047143,17.907143,13.047143,300.757143,295.285714,298.021429,5.471429,0.236833,0.162029,0.202157,0.209514
iq,2002,47,2002-11-19,27,32.03,27.54,8.81,22.97,8.99,7.3,8.81,296.781429,297.375714,96.84,18.415714,12.257143,302.528571,295.128571,298.828571,7.4,0.250614,0.298267,0.279133,0.215633
iq,2002,48,2002-11-26,11,33.3,28.16,8.59,23.1,10.27,2.21,8.59,297.072857,298.35,93.395714,18.784286,8.131429,305.085714,294.7,299.892857,10.385714,0.310929,0.256329,0.285229,0.290729
iq,2002,49,2002-12-03,38,33.46,28.6,7.1,23.46,9.61,7.26,7.1,296.485714,298.324286,90.662857,18.105714,7.028571,303.657143,295.657143,299.657143,8.0,0.3008,0.348329,0.2528,0.344957
iq,2002,50,2002-12-10,29,32.31,28.11,5.0,23.27,9.74,7.44,5.0,296.39,297.884286,92.614286,18.004286,4.412857,302.914286,294.985714,298.95,7.928571,0.268029,0.185071,0.142429,0.288671
iq,2002,51,2002-12-17,21,32.03,27.64,3.68,23.27,8.73,12.57,3.68,296.627143,297.818571,93.845714,18.261429,3.471429,302.485714,295.628571,299.057143,6.857143,0.254229,0.209029,0.183914,0.270714
iq,2002,52,2002-12-24,11,33.2,27.94,21.68,22.81,10.53,11.29,21.68,296.63,297.872857,93.408571,18.235714,7.814286,303.171429,295.171429,299.171429,8.0,0.1194,0.189586,0.1364,0.171829
iq,2003,1,2003-01-01,10,33.43,28.0,6.7,23.93,9.97,13.31,6.7,295.871429,299.375714,84.06,17.452857,4.042857,306.871429,294.771429,300.821429,12.1,0.323414,0.318429,0.300414,0.329186
iq,2003,2,2003-01-08,5,34.14,29.01,1.68,23.19,10.33,7.74,1.68,295.944286,297.684286,91.56,17.497143,4.8,303.385714,294.957143,299.171429,8.428571,0.4884,0.4697,0.402443,0.414929
iq,2003,3,2003-01-15,6,33.23,28.49,8.64,22.93,10.11,21.63,8.64,295.901429,296.92,94.374286,17.43,3.985714,302.485714,294.742857,298.614286,7.742857,0.303,0.301286,0.169467,0.291543
iq,2003,4,2003-01-22,2,34.07,28.43,12.01,23.6,10.8,8.71,12.01,295.001429,298.125714,84.46,16.514286,1.257143,304.7,294.428571,299.564286,10.271429,0.224957,0.2895,0.260271,0.206929
iq,2003,5,2003-01-29,1,34.66,28.6,5.01,22.93,12.0,1.13,5.01,294.012857,299.487143,74.884286,15.592857,0.894286,306.128571,294.357143,300.242857,11.771429,0.166029,0.183443,0.140629,0.191386
iq,2003,6,2003-02-05,2,30.49,27.17,8.05,22.9,8.21,6.27,8.05,296.218571,297.218571,94.552857,17.852857,24.371429,302.128571,294.671429,298.4,7.457143,0.19145,0.156714,0.086429,0.1368
iq,2003,7,2003-02-12,2,31.23,26.86,10.09,22.96,8.51,7.99,10.09,295.52,296.585714,94.354286,17.015714,5.528571,300.685714,294.657143,297.671429,6.028571,0.313714,0.286471,0.228414,0.252114
iq,2003,8,2003-02-19,3,32.27,26.0,3.58,23.41,7.2,17.41,3.58,296.392857,298.567143,89.974286,18.02,5.871429,305.542857,294.657143,300.1,10.885714,0.126257,0.133714,0.135514,0.103657
iq,2003,9,2003-02-26,5,33.6,29.4,18.89,23.35,11.2,0.0,18.89,296.41,299.35,86.012857,18.044286,7.657143,305.071429,295.957143,300.514286,9.114286,0.2976,0.207283,0.236633,0.22915
iq,2003,10,2003-03-05,1,32.54,28.14,9.1,23.11,9.4,0.86,9.1,295.942857,297.508571,92.468571,17.5,19.208571,302.842857,294.942857,298.892857,7.9,0.169529,0.185143,0.138957,0.234057
iq,2003,11,2003-03-12,4,31.33,27.26,6.85,22.74,8.19,14.06,6.85,295.941429,296.68,96.171429,17.515714,26.685714,300.757143,294.514286,297.635714,6.242857,0.2,0.163629,0.190286,0.158943
iq,2003,12,2003-03-19,2,32.89,27.66,15.58,23.29,9.47,9.13,15.58,296.632857,297.892857,93.628571,18.252857,51.718571,303.342857,295.0,299.171429,8.342857,0.214214,0.2485,0.225157,0.219171
iq,2003,13,2003-03-26,4,36.36,29.39,13.37,22.61,13.06,10.46,13.37,296.818571,298.644286,91.594286,18.484286,6.357143,305.128571,295.657143,300.392857,9.471429,0.147529,0.205914,0.269457,0.126857
iq,2003,14,2003-04-02,0,33.04,28.09,12.77,23.14,9.93,13.97,12.77,296.642857,298.077143,93.014286,18.278571,6.388571,304.314286,294.971429,299.642857,9.342857,0.2482,0.288686,0.262771,0.2065
iq,2003,15,2003-04-09,0,32.56,28.11,11.23,23.56,9.27,8.57,11.23,297.358571,298.082857,96.27,19.078571,12.318571,302.485714,295.457143,298.971429,7.028571,0.205243,0.208786,0.1842,0.193129
iq,2003,16,2003-04-16,0,30.97,27.2,7.31,23.09,7.54,7.69,7.31,295.99,296.747143,95.992857,17.534286,6.264286,299.9,295.142857,297.521429,4.757143,0.266829,0.262143,0.218229,0.199871
iq,2003,17,2003-04-23,0,32.53,27.79,11.05,22.77,9.17,10.86,11.05,296.501429,297.992857,92.547143,18.155714,8.085714,303.671429,295.285714,299.478571,8.385714,0.323443,0.2931,0.253171,0.285229
iq,2003,18,2003-04-30,1,31.61,27.19,9.35,23.3,8.31,15.97,9.35,296.16,296.691429,97.277143,17.688571,35.371429,300.128571,295.042857,297.585714,5.085714,0.435057,0.334843,0.376914,0.263614
iq,2003,19,2003-05-07,1,33.04,28.34,19.72,23.6,9.39,23.71,19.72,295.704286,296.454286,96.14,17.222857,8.5,301.542857,294.385714,297.964286,7.157143,0.199429,0.1477,0.1501,0.183467
iq,2003,20,2003-05-14,1,30.56,27.34,12.02,22.26,9.1,20.33,12.02,294.567143,294.922857,98.132857,16.085714,13.614286,297.628571,292.857143,295.242857,4.771429,0.245429,0.268886,0.1847,0.261457
iq,2003,21,2003-05-21,1,32.1,27.61,3.39,23.16,8.94,20.97,3.39,295.035714,295.878571,95.854286,16.515714,4.937143,300.214286,293.457143,296.835714,6.757143,0.189257,0.170743,0.16695,0.1843
iq,2003,22,2003-05-28,1,32.43,27.59,23.79,23.07,8.81,29.86,23.79,296.08,297.648571,92.461429,17.618571,16.257143,303.628571,294.314286,298.971429,9.314286,0.241143,0.254457,0.1987,0.253729
iq,2003,23,2003-06-04,2,31.26,27.19,10.04,23.0,8.31,7.0,10.04,296.127143,296.591429,97.617143,17.651429,5.814286,300.514286,295.0,297.757143,5.514286,0.236957,0.2074,0.121314,0.192314
iq,2003,24,2003-06-11,3,32.31,27.6,14.1,22.56,9.69,19.43,14.1,296.117143,296.837143,96.222857,17.668571,8.828571,301.342857,294.271429,297.807143,7.071429,0.313586,0.280914,0.353983,0.265857
iq,2003,25,2003-06-18,4,32.77,27.49,6.74,22.23,10.54,9.76,6.74,293.978571,296.008571,90.048571,15.477143,0.794286,301.214286,292.3,296.757143,8.914286,0.3237,0.272314,0.2755,0.354757
iq,2003,26,2003-06-25,6,31.51,26.81,12.7,22.17,9.24,5.96,12.7,294.542857,295.387143,95.575714,15.985714,5.442857,299.628571,293.085714,296.357143,6.542857,0.188257,0.1928,0.232267,0.173771
iq,2003,27,2003-07-02,2,30.37,26.14,8.73,22.31,7.57,11.33,8.73,294.037143,295.128571,94.127143,15.511429,6.071429,299.242857,292.742857,295.992857,6.5,0.261814,0.258429,0.171586,0.309943
iq,2003,28,2003-07-09,2,32.39,27.07,7.65,21.83,10.51,1.77,7.65,294.154286,296.942857,86.655714,15.618571,1.935714,303.357143,293.257143,298.307143,10.1,0.180271,0.1611,0.162971,0.154129
iq,2003,29,2003-07-16,5,29.63,28.11,9.31,21.29,10.61,1.84,9.31,293.642857,296.79,85.611429,15.297143,3.865714,304.171429,292.171429,298.171429,12.0,0.193571,0.231471,0.16885,0.159086
iq,2003,30,2003-07-23,1,31.89,26.67,0.38,21.27,10.5,1.56,0.38,291.85,296.485714,77.804286,13.558571,0.912857,303.757143,292.328571,298.042857,11.428571,0.285814,0.277457,0.163071,0.288029
iq,2003,31,2003-07-30,1,32.2,27.29,3.52,21.94,9.77,19.01,3.52,293.184286,296.822857,82.27,14.685714,1.714286,303.514286,293.2,298.357143,10.314286,0.207786,0.218814,0.156214,0.174329
iq,2003,32,2003-08-06,0,32.66,27.53,12.75,22.07,10.81,11.13,12.75,293.045714,297.658571,77.861429,14.584286,0.928571,304.871429,292.228571,298.55,12.642857,0.244371,0.2323,0.174643,0.217414
iq,2003,33,2003-08-13,0,32.1,27.34,7.5,22.07,9.53,7.59,7.5,294.118571,297.338571,83.927143,15.588571,3.0,303.6,292.942857,298.271429,10.657143,0.247114,0.2638,0.171114,0.233743
iq,2003,34,2003-08-20,0,32.67,27.63,6.48,21.51,11.23,9.33,6.48,293.511429,297.365714,81.942857,15.01,5.014286,303.885714,293.828571,298.857143,10.057143,0.425243,0.385529,0.362483,0.356614
iq,2003,35,2003-08-27,0,33.3,27.84,4.22,21.8,11.44,7.07,4.22,294.932857,297.875714,85.725714,16.445714,2.575714,305.114286,294.228571,299.671429,10.885714,0.249586,0.265214,0.2122,0.250814
iq,2003,36,2003-09-03,2,32.47,26.29,1.26,19.7,12.36,0.0,1.26,290.97,297.381429,70.928571,12.947143,4.785714,304.828571,292.057143,298.442857,12.771429,0.3417,0.265986,0.286314,0.210186
iq,2003,37,2003-09-10,0,34.06,27.99,5.2,21.73,11.84,17.31,5.2,293.927143,298.831429,76.532857,15.447143,0.857143,306.528571,293.857143,300.192857,12.671429,0.223229,0.270186,0.202871,0.195257
iq,2003,38,2003-09-17,3,30.27,28.04,7.96,20.61,10.99,3.46,7.96,293.684286,296.948571,85.03,15.311429,16.457143,303.085714,292.328571,297.707143,10.757143,0.364486,0.385157,0.260986,0.316457
iq,2003,39,2003-09-24,0,33.02,27.9,14.36,22.58,10.23,4.53,14.36,295.737143,298.144286,88.117143,17.262857,7.622857,304.028571,294.557143,299.292857,9.471429,0.401186,0.392043,0.354517,0.327671
iq,2003,40,2003-10-01,0,34.61,28.53,10.66,22.47,12.14,15.09,10.66,295.828571,299.357143,83.682857,17.451429,36.185714,306.5,294.9,300.7,11.6,0.2535,0.232171,0.237114,0.229029
iq,2003,41,2003-10-08,0,32.44,27.2,5.47,22.54,9.39,9.59,5.47,296.312857,297.915714,92.165714,17.914286,6.071429,305.485714,294.285714,299.885714,11.2,0.176029,0.234929,0.196383,0.225757
iq,2003,42,2003-10-15,2,32.93,28.13,6.31,23.09,10.29,5.73,6.31,296.201429,298.162857,90.342857,17.797143,4.942857,303.614286,295.085714,299.35,8.528571,0.275829,0.287114,0.228843,0.2752
iq,2003,43,2003-10-22,2,33.16,27.9,5.65,22.36,10.13,5.56,5.65,296.224286,298.957143,87.37,17.895714,5.885714,305.657143,295.7,300.678571,9.957143,0.475014,0.432443,0.3795,0.424943
iq,2003,44,2003-10-29,3,34.24,28.7,4.64,22.9,11.23,6.5,4.64,295.295714,300.041429,77.784286,16.872857,0.871429,306.885714,294.8,300.842857,12.085714,0.134514,0.121271,0.131471,0.115357
iq,2003,45,2003-11-05,3,31.69,27.61,15.02,22.43,9.49,20.03,15.02,295.74,298.135714,88.48,17.39,12.185714,304.671429,295.242857,299.957143,9.428571,0.394657,0.419043,0.326957,0.391214
iq,2003,46,2003-11-12,3,33.1,28.03,4.44,22.27,10.4,17.64,4.44,295.645714,298.367143,86.755714,17.292857,5.2,305.485714,294.857143,300.171429,10.628571,0.317686,0.324471,0.3246,0.2498
iq,2003,47,2003-11-19,1,33.57,27.97,17.66,22.7,10.69,34.2,17.66,296.725714,298.681429,90.882857,18.378571,5.828571,304.628571,295.585714,300.107143,9.042857,0.263643,0.301257,0.281657,0.246667
iq,2003,48,2003-11-26,2,33.67,28.54,11.61,22.89,10.24,3.74,11.61,296.53,299.222857,86.995714,18.27,7.342857,304.142857,295.071429,299.607143,9.071429,0.2749,0.295329,0.2452,0.309457
iq,2003,49,2003-12-03,3,33.6,28.86,10.32,23.07,10.61,20.14,10.32,296.135714,298.315714,89.207143,17.745714,11.118571,304.585714,294.885714,299.735714,9.7,0.400343,0.369643,0.318057,0.328771
iq,2003,50,2003-12-10,6,33.77,28.0,15.52,22.76,10.56,6.41,15.52,297.338571,298.685714,93.231429,19.107143,25.555714,304.385714,296.114286,300.25,8.271429,0.358629,0.3588,0.24435,0.3519
iq,2003,51,2003-12-17,5,33.03,28.69,9.28,22.7,10.54,17.2,9.28,296.851429,298.168571,93.917143,18.532857,9.291429,303.714286,295.371429,299.542857,8.342857,0.192667,0.136314,0.2244,0.136114
iq,2003,52,2003-12-24,1,30.94,27.31,7.06,22.53,9.53,18.8,7.06,295.682857,296.297143,96.937143,17.172857,11.811429,299.142857,294.957143,297.05,4.185714,0.285078,0.264778,0.230656,0.267644
iq,2004,1,2004-01-01,4,30.94,27.31,7.06,22.53,9.53,18.8,7.06,295.682857,296.297143,96.937143,17.172857,11.811429,299.142857,294.957143,297.05,4.185714,0.202571,0.187957,0.198967,0.244557
iq,2004,2,2004-01-08,5,31.31,27.11,11.22,23.11,8.4,21.99,11.22,296.637143,297.437143,95.794286,18.255714,7.9,301.842857,295.642857,298.742857,6.2,0.24942,0.259014,0.30885,0.208629
iq,2004,3,2004-01-15,8,33.27,28.56,9.07,23.54,9.66,7.3,9.07,297.02,297.752857,96.128571,18.712857,8.928571,302.371429,295.542857,298.957143,6.828571,0.32786,0.34024,0.29844,0.30672
iq,2004,4,2004-01-22,5,34.47,28.84,4.18,23.03,11.17,2.87,4.18,295.89,299.62,82.467143,17.491429,2.771429,306.442857,295.214286,300.828571,11.228571,0.320586,0.344114,0.336529,0.2566
iq,2004,5,2004-01-29,2,35.07,28.86,0.66,22.76,12.24,0.0,0.66,292.832857,300.9,65.284286,14.548571,0.228571,308.971429,295.328571,302.15,13.642857,0.233014,0.205543,0.235186,0.196486
iq,2004,6,2004-02-05,3,35.49,29.17,1.89,22.89,12.66,3.44,1.89,293.988571,299.902857,72.927143,15.567143,1.285714,308.414286,294.328571,301.371429,14.085714,0.123543,0.1172,0.0993,0.112857
iq,2004,7,2004-02-12,3,31.9,27.59,3.55,23.06,9.56,1.91,3.55,295.64,298.27,86.765714,17.174286,4.78,303.8,295.3,299.55,8.5,0.278743,0.304829,0.298757,0.312714
iq,2004,8,2004-02-19,1,32.33,26.14,5.58,22.51,6.99,2.93,5.58,295.642857,298.081429,87.718571,17.208571,4.928571,304.614286,294.885714,299.75,9.728571,0.236629,0.222514,0.167043,0.197029
iq,2004,9,2004-02-26,6,32.64,27.31,17.86,22.0,9.97,1.43,17.86,296.348571,297.882857,93.012857,17.95,11.895714,303.342857,295.528571,299.435714,7.814286,0.319057,0.300029,0.335233,0.217629
iq,2004,10,2004-03-04,4,33.8,28.06,7.44,22.41,11.06,13.86,7.44,296.455714,297.981429,92.561429,18.094286,7.051429,303.971429,294.885714,299.428571,9.085714,0.209471,0.193571,0.208657,0.1715
iq,2004,11,2004-03-11,1,32.4,28.0,11.48,22.7,11.0,3.35,11.48,296.068571,296.777143,96.288571,17.61,10.964286,300.142857,294.9,297.521429,5.242857,0.307683,0.311043,0.214017,0.33865
iq,2004,12,2004-03-18,2,32.56,28.17,19.69,23.14,10.14,24.74,19.69,296.621429,297.887143,93.628571,18.248571,10.737143,304.428571,294.642857,299.535714,9.785714,0.385986,0.346529,0.424783,0.351414
iq,2004,13,2004-03-25,3,33.1,28.7,17.16,23.94,9.41,31.44,17.16,296.607143,297.312857,96.238571,18.237143,10.885714,301.057143,295.342857,298.2,5.714286,0.306283,0.29015,0.19872,0.02988
iq,2004,14,2004-04-01,1,32.7,27.99,14.46,23.29,8.94,0.29,14.46,296.815714,297.202857,97.941429,18.47,12.7,300.871429,295.657143,298.264286,5.214286,0.136,0.129433,0.138,0.186233
iq,2004,15,2004-04-08,8,32.76,27.81,6.75,23.03,9.89,0.57,6.75,297.175714,297.812857,96.498571,18.825714,19.342857,302.114286,295.842857,298.978571,6.271429,0.359214,0.361271,0.334843,0.279157
iq,2004,16,2004-04-15,4,32.7,28.29,8.83,22.91,9.51,5.34,8.83,296.637143,298.217143,92.32,18.308571,7.841429,304.142857,295.157143,299.65,8.985714,0.244186,0.188229,0.195829,0.1747
iq,2004,17,2004-04-22,6,33.0,27.83,16.23,22.73,10.26,8.89,16.23,296.771429,297.78,94.788571,18.408571,12.9,301.514286,295.514286,298.514286,6.0,0.374286,0.254943,0.3308,0.234033
iq,2004,18,2004-04-29,7,31.9,27.36,9.4,22.9,8.94,17.91,9.4,296.708571,297.127143,97.808571,18.34,19.024286,300.342857,295.314286,297.828571,5.028571,0.27884,0.326629,0.163767,0.191183
iq,2004,19,2004-05-06,5,32.54,27.51,11.99,22.43,10.43,13.9,11.99,296.835714,297.798571,95.115714,18.511429,8.074286,303.485714,294.771429,299.128571,8.714286,0.157567,0.122533,0.121543,0.190414
iq,2004,20,2004-05-13,8,29.04,26.96,5.8,21.59,8.01,13.07,5.8,295.27,296.414286,93.897143,16.778571,6.5,300.1,294.328571,297.214286,5.771429,0.171667,0.1769,0.152233,0.159833
iq,2004,21,2004-05-20,6,30.2,26.3,24.78,22.49,6.93,42.41,24.78,295.82,297.602857,91.627143,17.401429,11.857143,303.728571,294.628571,299.178571,9.1,0.225467,0.248317,0.18515,0.1942
iq,2004,22,2004-05-27,5,29.25,24.5,5.06,22.13,3.9,4.7,5.06,295.958571,297.305714,93.575714,17.5,6.085714,303.142857,293.514286,298.328571,9.628571,0.190314,0.102329,0.077843,0.193171
iq,2004,23,2004-06-03,6,31.07,27.5,12.66,21.47,9.5,33.83,12.66,295.697143,296.767143,94.692857,17.212857,5.232857,301.914286,293.728571,297.821429,8.185714,0.1073,0.110614,0.117067,0.196786
iq,2004,24,2004-06-10,6,30.8,26.69,12.18,22.24,8.34,12.56,12.18,294.99,295.574286,96.875714,16.42,7.412857,298.771429,293.728571,296.25,5.042857,0.237843,0.211971,0.235083,0.166957
iq,2004,25,2004-06-17,13,30.11,26.24,15.75,21.36,8.4,6.6,15.75,294.705714,296.204286,92.371429,16.138571,3.5,301.214286,293.428571,297.321429,7.785714,0.332957,0.325514,0.191,0.234043
iq,2004,26,2004-06-24,2,29.43,24.91,4.71,20.37,9.0,16.94,4.71,293.86,295.634286,90.447143,15.312857,3.7,301.014286,292.614286,296.814286,8.4,0.239233,0.197043,0.153543,0.132829
iq,2004,27,2004-07-01,10,30.3,25.94,6.63,21.71,8.2,21.0,6.63,295.041429,296.151429,94.668571,16.514286,7.242857,301.814286,293.357143,297.585714,8.457143,0.257214,0.196757,0.324929,0.1978
iq,2004,28,2004-07-08,3,31.36,26.31,11.99,22.03,8.7,11.76,11.99,294.814286,296.617143,90.905714,16.252857,2.667143,302.828571,293.342857,298.085714,9.485714,0.317557,0.335543,0.301386,0.279371
iq,2004,29,2004-07-15,12,31.9,26.76,6.87,21.0,10.9,7.7,6.87,294.358571,297.501429,85.158571,15.86,3.537143,304.542857,293.328571,298.935714,11.214286,0.232829,0.153243,0.273767,0.2338
iq,2004,30,2004-07-22,7,30.86,26.44,7.68,21.4,10.73,11.17,7.68,294.997143,296.812857,90.928571,16.48,3.631429,303.214286,293.014286,298.114286,10.2,0.267943,0.284986,0.2995,0.2177
iq,2004,31,2004-07-29,6,29.19,26.3,12.28,20.54,8.8,8.73,12.28,294.471429,296.017143,92.527143,15.975714,3.945714,301.714286,292.871429,297.292857,8.842857,0.2089,0.254257,0.1555,0.2203
iq,2004,32,2004-08-05,5,30.85,26.3,4.26,20.92,8.8,0.0,4.26,293.144286,297.517143,79.718571,14.694286,0.557143,305.042857,292.885714,298.964286,12.157143,0.2489,0.237557,0.265957,0.218529
iq,2004,33,2004-08-12,6,30.18,26.3,2.63,20.2,8.8,0.1,2.63,292.222857,296.53,79.235714,13.824286,0.585714,303.728571,291.542857,297.635714,12.185714,0.191071,0.2957,0.227,0.168529
iq,2004,34,2004-08-19,6,28.5,26.3,3.4,21.72,8.8,0.12,3.4,293.421429,297.82,78.481429,14.961429,1.128571,307.128571,292.842857,299.985714,14.285714,0.393129,0.388514,0.328643,0.276771
iq,2004,35,2004-08-26,6,32.6,26.5,6.12,21.3,9.05,15.5,6.12,294.567143,298.142857,83.172857,16.077143,3.314286,306.071429,293.542857,299.807143,12.528571,0.3113,0.299786,0.260929,0.233014
iq,2004,36,2004-09-02,8,32.0,27.1,21.05,21.57,9.8,22.18,21.05,294.988571,297.771429,86.54,16.484286,5.984286,304.942857,293.814286,299.378571,11.128571,0.334357,0.284586,0.372029,0.342014
iq,2004,37,2004-09-09,6,32.28,27.27,6.65,22.28,9.45,3.95,6.65,296.115714,298.457143,88.742857,17.67,5.1,305.657143,295.371429,300.514286,10.285714,0.130267,0.117486,0.15128,0.110814
iq,2004,38,2004-09-16,9,31.74,26.56,5.23,21.27,8.93,12.4,5.23,295.88,297.721429,91.2,17.44,8.5,303.528571,294.6,299.064286,8.928571,0.268071,0.32515,0.210229,0.227343
iq,2004,39,2004-09-23,12,33.73,27.56,6.95,21.11,11.93,3.01,6.95,294.382857,298.628571,79.557143,15.901429,0.985714,306.571429,293.371429,299.971429,13.2,0.391533,0.332529,0.320729,0.159586
iq,2004,40,2004-09-30,19,33.7,28.43,12.24,22.07,12.91,5.59,12.24,296.115714,299.17,84.807143,17.711429,10.002857,306.742857,295.085714,300.914286,11.657143,0.275457,0.328386,0.2193,0.261257
iq,2004,41,2004-10-07,8,32.49,26.93,7.47,21.26,11.09,20.71,7.47,295.314286,297.568571,88.825714,16.824286,5.7,303.157143,294.328571,298.742857,8.828571,0.261471,0.257743,0.186243,0.305729
iq,2004,42,2004-10-14,16,32.49,27.87,9.32,22.26,11.46,2.36,9.32,296.867143,298.057143,94.16,18.547143,7.371429,303.442857,295.085714,299.264286,8.357143,0.352329,0.355343,0.284171,0.376414
iq,2004,43,2004-10-21,21,33.81,27.61,5.09,23.19,8.93,0.73,5.09,296.295714,299.428571,85.065714,17.901429,3.3,307.5,294.342857,300.921429,13.157143,0.253843,0.223557,0.199667,0.303686
iq,2004,44,2004-10-28,6,33.86,27.44,10.57,22.7,9.19,12.11,10.57,295.907143,298.441429,87.87,17.537143,6.928571,306.1,293.785714,299.942857,12.314286,0.295329,0.319771,0.231229,0.2604
iq,2004,45,2004-11-04,22,34.19,28.37,13.09,22.29,12.43,15.5,13.09,296.178571,299.504286,84.827143,17.805714,9.571429,306.114286,295.457143,300.785714,10.657143,0.414886,0.365671,0.324557,0.272743
iq,2004,46,2004-11-11,37,32.7,27.91,10.67,23.07,10.97,25.3,10.67,296.484286,297.168571,96.354286,18.121429,7.7,300.671429,294.742857,297.707143,5.928571,0.346686,0.3742,0.315414,0.270857
iq,2004,47,2004-11-18,33,33.31,27.46,10.58,22.83,9.67,15.34,10.58,296.097143,299.418571,84.611429,17.738571,3.828571,307.057143,295.414286,301.235714,11.642857,0.227871,0.209557,0.1945,0.190914
iq,2004,48,2004-11-25,18,33.05,28.07,10.28,22.8,10.5,12.83,10.28,297.02,297.958571,95.251429,18.714286,8.114286,303.157143,295.242857,299.2,7.914286,0.215317,0.219129,0.167286,0.202629
iq,2004,49,2004-12-02,83,33.66,27.94,7.57,22.46,10.94,12.8,7.57,296.44,299.177143,87.13,18.11,5.261429,305.857143,294.9,300.378571,10.957143,0.201943,0.241086,0.159367,0.159043
iq,2004,50,2004-12-09,116,34.1,27.9,10.01,22.5,11.0,4.95,10.01,296.574286,297.787143,93.938571,18.207143,13.0,302.085714,295.585714,298.835714,6.5,0.323429,0.3359,0.309514,0.275829
iq,2004,51,2004-12-16,32,33.36,28.33,7.08,23.44,9.84,24.6,7.08,296.385714,298.701429,88.78,18.04,5.428571,305.142857,294.928571,300.035714,10.214286,0.261143,0.236357,0.203314,0.243743
iq,2004,52,2004-12-23,7,32.5,27.93,15.69,23.11,8.67,11.69,15.69,297.122857,298.404286,93.252857,18.855714,4.255714,303.771429,295.542857,299.657143,8.228571,0.364862,0.3162,0.3266,0.403112
iq,2005,1,2005-01-01,9,32.84,28.47,10.09,23.37,9.54,10.84,10.09,296.712857,298.162857,93.005714,18.37,8.801429,304.885714,295.128571,300.007143,9.757143,0.314843,0.2704,0.186629,0.3033
iq,2005,2,2005-01-08,10,32.5,27.85,13.39,22.88,9.7,38.52,13.39,296.727143,297.662857,95.53,18.408571,13.744286,302.457143,295.228571,298.842857,7.228571,0.304414,0.315629,0.361257,0.3126
iq,2005,3,2005-01-15,5,34.3,28.77,8.65,23.39,11.09,27.71,8.65,296.58,300.068571,83.3,18.258571,3.814286,307.242857,295.885714,301.564286,11.357143,0.345933,0.337971,0.3118,0.291
iq,2005,4,2005-01-22,8,34.77,29.11,3.67,23.04,12.04,0.07,3.67,296.931429,299.648571,87.312857,18.645714,6.034286,306.1,296.114286,301.107143,9.985714,0.364367,0.280686,0.277914,0.292557
iq,2005,5,2005-01-29,7,33.94,28.67,12.71,23.36,10.56,6.6,12.71,296.907143,299.061429,89.427143,18.635714,6.757143,305.5,296.157143,300.828571,9.342857,0.158229,0.1266,0.16725,0.151814
iq,2005,6,2005-02-05,8,31.6,27.3,7.52,22.6,8.6,3.93,7.52,295.995714,296.752857,95.977143,17.575714,8.114286,300.285714,295.1,297.692857,5.185714,0.215186,0.228357,0.172814,0.2623
iq,2005,7,2005-02-12,11,32.44,27.67,17.91,22.99,9.47,50.17,17.91,297.221429,298.027143,95.748571,18.947143,27.008571,302.657143,295.671429,299.164286,6.985714,0.1995,0.180686,0.202457,0.2189
iq,2005,8,2005-02-19,6,33.41,28.7,6.71,23.13,10.93,12.99,6.71,296.542857,298.295714,91.577143,18.201429,5.657143,303.214286,295.357143,299.285714,7.857143,0.2011,0.2109,0.208143,0.281214
iq,2005,9,2005-02-26,7,32.53,28.05,7.75,23.58,8.95,1.98,7.75,297.045714,298.158571,94.401429,18.731429,6.358571,303.4,295.385714,299.392857,8.014286,0.293717,0.2771,0.269617,0.2308
iq,2005,10,2005-03-05,7,31.98,27.93,22.22,23.8,8.3,1.43,22.22,297.528571,297.957143,97.687143,19.274286,28.771429,301.1,296.271429,298.685714,4.828571,0.155843,0.146429,0.137083,0.241871
iq,2005,11,2005-03-12,14,33.09,28.61,23.22,23.17,9.96,28.46,23.22,295.85,297.314286,92.267143,17.398571,3.1,302.585714,294.771429,298.678571,7.814286,0.251517,0.209957,0.181767,0.154529
iq,2005,12,2005-03-19,7,32.23,27.71,14.2,22.96,9.04,7.96,14.2,296.251429,298.37,89.82,17.82,4.685714,304.5,295.157143,299.828571,9.342857,0.215071,0.235429,0.2127,0.120929
iq,2005,13,2005-03-26,9,31.11,28.29,7.87,22.66,10.94,10.84,7.87,296.088571,297.37,93.801429,17.624286,9.642857,302.4,294.771429,298.585714,7.628571,0.381686,0.366657,0.368314,0.383771
iq,2005,14,2005-04-02,13,33.73,28.17,12.49,22.7,11.03,10.3,12.49,296.235714,297.708571,92.417143,17.892857,9.714286,303.228571,294.771429,299.0,8.457143,0.309114,0.244657,0.217357,0.3001
iq,2005,15,2005-04-09,16,31.96,27.33,5.72,22.86,9.17,0.09,5.72,297.202857,297.701429,97.322857,18.885714,12.885714,301.671429,295.257143,298.464286,6.414286,0.186933,0.182429,0.144757,0.195743
